title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
//notes:[Tier]: S / [Notes]: most potent damage profile with almost every relevant void perk, great origin | tags: aegis endgame pve
dimwishlist:item=2041617874&perks=1300023272,1431678320,776531651,2048641572
dimwishlist:item=2041617874&perks=1300023272,1431678320,776531651,3708227201
dimwishlist:item=2041617874&perks=1300023272,1431678320,776531651,3324494224
dimwishlist:item=2041617874&perks=1300023272,1431678320,3182497402,2048641572
dimwishlist:item=2041617874&perks=1300023272,1431678320,3182497402,3708227201
dimwishlist:item=2041617874&perks=1300023272,1431678320,3182497402,3324494224
dimwishlist:item=2041617874&perks=1300023272,1431678320,3523296417,2048641572
dimwishlist:item=2041617874&perks=1300023272,1431678320,3523296417,3708227201
dimwishlist:item=2041617874&perks=1300023272,1431678320,3523296417,3324494224

// Word of Crota
//notes:[Tier]: S / [Notes]: great overall, strong but build-dependent origin, solid perks and better frame than Kindled | tags: aegis endgame pve
dimwishlist:item=120706239&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=120706239&perks=1840239774,1431678320,776531651,3081867624
dimwishlist:item=120706239&perks=1840239774,1431678320,2848615171,2048641572
dimwishlist:item=120706239&perks=1840239774,1431678320,2848615171,3081867624
dimwishlist:item=120706239&perks=1840239774,1431678320,4019266109,2048641572
dimwishlist:item=120706239&perks=1840239774,1431678320,4019266109,3081867624
dimwishlist:item=3926103986&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3926103986&perks=1840239774,1431678320,776531651,3081867624
dimwishlist:item=3926103986&perks=1840239774,1431678320,2848615171,2048641572
dimwishlist:item=3926103986&perks=1840239774,1431678320,2848615171,3081867624
dimwishlist:item=3926103986&perks=1840239774,1431678320,4019266109,2048641572
dimwishlist:item=3926103986&perks=1840239774,1431678320,4019266109,3081867624

// Exalted Truth
//notes:[Tier]: S / [Notes]: not particularly remarkable but has classic void combo on good frame, poor origin, only Withering option | tags: aegis endgame pve
dimwishlist:item=3436626079&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=3436626079&perks=1840239774,1431678320,1134488199,776531651
dimwishlist:item=2776092653&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=2776092653&perks=1840239774,1431678320,1134488199,776531651
dimwishlist:item=1201528146&perks=1840239774,1431678320,2048641572,776531651
dimwishlist:item=1201528146&perks=1840239774,1431678320,1134488199,776531651

// Modified B-7 Pistol
//notes:[Tier]: S / [Notes]: strongest possible double splash stasis combo, great frame, solid origin | tags: aegis endgame pve
dimwishlist:item=3146657388&perks=1840239774,1080094173,3824105627,124408337
dimwishlist:item=3146657388&perks=1840239774,1080094173,3824105627,2922950962
dimwishlist:item=1872906663&perks=1840239774,1080094173,3824105627,124408337
dimwishlist:item=1872906663&perks=1840239774,1080094173,3824105627,2922950962

// Zaouli's Bane
//notes:[Tier]: S / [Notes]: most potent double splash solar option, solid origin and great frame too | tags: aegis endgame pve
dimwishlist:item=431721920&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=431721920&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=431721920&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3647341740&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=3647341740&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=3647341740&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3647341740&perks=1840239774,1431678320,2890807135,657025441
dimwishlist:item=3647341740&perks=1840239774,1431678320,2890807135,4293542123
dimwishlist:item=3647341740&perks=1840239774,1431678320,2890807135,3640170453
dimwishlist:item=3066945855&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=3066945855&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=3066945855&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3066945855&perks=1840239774,1431678320,2890807135,657025441
dimwishlist:item=3066945855&perks=1840239774,1431678320,2890807135,4293542123
dimwishlist:item=3066945855&perks=1840239774,1431678320,2890807135,3640170453

// Zaouli's Bane
//notes:[Tier]: S / [Notes]: interesting Redirection pairing, very lethal perk combos but lacks sustain | tags: aegis endgame pve
dimwishlist:item=431721920&perks=1840239774,1431678320,3201496230,4293542123
dimwishlist:item=431721920&perks=1840239774,1431678320,3201496230,657025441
dimwishlist:item=431721920&perks=1840239774,1431678320,3201496230,3640170453
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=431721920&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=3647341740&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=3066945855&perks=1840239774,1431678320,3038247973,3640170453

// Epochal Integration
//notes:[Tier]: S / [Notes]: basically a Zaouli's with a better origin trait and no Redirection | tags: aegis endgame pve
dimwishlist:item=3851394887&perks=1840239774,1431678320,3038247973,657025441
dimwishlist:item=3851394887&perks=1840239774,1431678320,3038247973,4293542123
dimwishlist:item=3851394887&perks=1840239774,1431678320,3038247973,3640170453
dimwishlist:item=3851394887&perks=1840239774,1431678320,3017780555,657025441
dimwishlist:item=3851394887&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=3851394887&perks=1840239774,1431678320,3017780555,3640170453

// Eyasluna
//notes:[Tier]: S / [Notes]: same pairings as Modified B-7 but has Meganeura and Chaos diversity with worse damage profile | tags: aegis endgame pve
dimwishlist:item=386864872&perks=1840239774,1561002382,3824105627,124408337
dimwishlist:item=386864872&perks=1840239774,1561002382,3824105627,2922950962
dimwishlist:item=386864872&perks=1840239774,1561002382,3824105627,3640170453
dimwishlist:item=386864872&perks=1840239774,1561002382,657025441,124408337
dimwishlist:item=386864872&perks=1840239774,1561002382,657025441,2922950962
dimwishlist:item=386864872&perks=1840239774,1561002382,657025441,3640170453
dimwishlist:item=386864872&perks=1840239774,1431678320,3824105627,124408337
dimwishlist:item=386864872&perks=1840239774,1431678320,3824105627,2922950962
dimwishlist:item=386864872&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=386864872&perks=1840239774,1431678320,657025441,124408337
dimwishlist:item=386864872&perks=1840239774,1431678320,657025441,2922950962
dimwishlist:item=386864872&perks=1840239774,1431678320,657025441,3640170453

// Corundum Hammer
//notes:[Tier]: A / [Notes]: decent double splash for a strand HC, great archetype, StL + EP option | tags: aegis endgame pve
dimwishlist:item=2263462407&perks=1840239774,1431678320,3824105627,960997401
dimwishlist:item=2263462407&perks=1840239774,1431678320,3824105627,3038247973
dimwishlist:item=2263462407&perks=1840239774,1431678320,3700496672,960997401
dimwishlist:item=2263462407&perks=1840239774,1431678320,3700496672,3038247973
dimwishlist:item=2263462407&perks=1840239774,1431678320,923806249,960997401
dimwishlist:item=2263462407&perks=1840239774,1431678320,923806249,3038247973

// Vulpecula
//notes:[Tier]: A / [Notes]: crystal spam perk combo and StL + EP access on a great frame, mediocre origin | tags: aegis endgame pve
dimwishlist:item=1622998472&perks=1840239774,1431678320,124408337,3038247973
dimwishlist:item=1622998472&perks=1840239774,1431678320,3700496672,3038247973
dimwishlist:item=3245446311&perks=1840239774,1431678320,124408337,2922950962
dimwishlist:item=3245446311&perks=1840239774,1431678320,124408337,3038247973
dimwishlist:item=3245446311&perks=1840239774,1431678320,3700496672,2922950962
dimwishlist:item=3245446311&perks=1840239774,1431678320,3700496672,3038247973

// Service Revolver
//notes:[Tier]: A / [Notes]: kinetic splash combo isn't the greatest, StL + EP access on a 180 though | tags: aegis endgame pve
dimwishlist:item=3796682229&perks=1840239774,1431678320,3700496672,3038247973
dimwishlist:item=3796682229&perks=1840239774,1431678320,3700496672,3891536761
dimwishlist:item=3796682229&perks=1840239774,1431678320,1517798362,3038247973
dimwishlist:item=3796682229&perks=1840239774,1431678320,1517798362,3891536761
dimwishlist:item=59060498&perks=1840239774,1431678320,3700496672,3038247973
dimwishlist:item=59060498&perks=1840239774,1431678320,3700496672,3891536761
dimwishlist:item=59060498&perks=1840239774,1431678320,1517798362,3038247973
dimwishlist:item=59060498&perks=1840239774,1431678320,1517798362,3891536761

// Unloved
//notes:[Tier]: A / [Notes]: weaker double splash, but excellent origin trait on an decent archetype | tags: aegis endgame pve
dimwishlist:item=2485881870&perks=1840239774,1561002382,831391274,960997401
dimwishlist:item=2485881870&perks=1840239774,1561002382,831391274,4104185692
dimwishlist:item=2485881870&perks=1840239774,1561002382,2848615171,960997401
dimwishlist:item=2485881870&perks=1840239774,1561002382,2848615171,4104185692
dimwishlist:item=2485881870&perks=1840239774,1431678320,831391274,960997401
dimwishlist:item=2485881870&perks=1840239774,1431678320,831391274,4104185692
dimwishlist:item=2485881870&perks=1840239774,1431678320,2848615171,960997401
dimwishlist:item=2485881870&perks=1840239774,1431678320,2848615171,4104185692
dimwishlist:item=388390591&perks=1840239774,1561002382,831391274,960997401
dimwishlist:item=388390591&perks=1840239774,1561002382,831391274,4104185692
dimwishlist:item=388390591&perks=1840239774,1561002382,2848615171,960997401
dimwishlist:item=388390591&perks=1840239774,1561002382,2848615171,4104185692
dimwishlist:item=388390591&perks=1840239774,1431678320,831391274,960997401
dimwishlist:item=388390591&perks=1840239774,1431678320,831391274,4104185692
dimwishlist:item=388390591&perks=1840239774,1431678320,2848615171,960997401
dimwishlist:item=388390591&perks=1840239774,1431678320,2848615171,4104185692

// Nation of Beasts
//notes:[Tier]: A / [Notes]: interesting arc splash/single target combos, mediocre origin though | tags: aegis endgame pve
dimwishlist:item=654370424&perks=1840239774,1431678320,2848615171,3038247973
dimwishlist:item=70083888&perks=1840239774,1431678320,654512643,3966416502
dimwishlist:item=70083888&perks=1840239774,1431678320,654512643,3038247973
dimwishlist:item=70083888&perks=1840239774,1431678320,654512643,2173046394
dimwishlist:item=70083888&perks=1840239774,1431678320,2848615171,3966416502
dimwishlist:item=70083888&perks=1840239774,1431678320,2848615171,3038247973
dimwishlist:item=70083888&perks=1840239774,1431678320,2848615171,2173046394

// Solemn Remembrance
//notes:[Tier]: A / [Notes]: adaptive frame damage profile, no origin but classic stasis double splash combo | tags: aegis endgame pve
dimwishlist:item=4116518582&perks=1840239774,1431678320,124408337,3824105627

// Luna's Howl
//notes:[Tier]: A / [Notes]: solid double splash, great frame, decent origin | tags: aegis endgame pve
dimwishlist:item=2763843899&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=2763843899&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=3757612024&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=3757612024&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=2033531688&perks=1840239774,1561002382,3824105627,4293542123
dimwishlist:item=2033531688&perks=1840239774,1561002382,3824105627,3640170453
dimwishlist:item=2033531688&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=2033531688&perks=1840239774,1561002382,3017780555,3640170453
dimwishlist:item=2033531688&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=2033531688&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=2033531688&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=2033531688&perks=1840239774,1431678320,3017780555,3640170453

// Fatebringer
//notes:[Tier]: A / [Notes]: not the best double splash options, great origin and frame, but otherwise not very remarkable | tags: aegis endgame pve
dimwishlist:item=2171478765&perks=1840239774,1431678320,3038247973,3824105627
dimwishlist:item=4184168210&perks=1840239774,1431678320,3038247973,3824105627
dimwishlist:item=4184168210&perks=1840239774,1431678320,3038247973,4049631843
dimwishlist:item=4184168210&perks=1840239774,1431678320,3891536761,3824105627
dimwishlist:item=4184168210&perks=1840239774,1431678320,3891536761,4049631843
dimwishlist:item=4184168210&perks=1840239774,1431678320,1517798362,3824105627
dimwishlist:item=4184168210&perks=1840239774,1431678320,1517798362,4049631843

// Midnight Coup
//notes:[Tier]: A / [Notes]: had some novel kinetic combos on release, solid frame, not mind-blowing | tags: aegis endgame pve
dimwishlist:item=2763843898&perks=1840239774,1431678320,3824105627,3891536761
dimwishlist:item=2763843898&perks=1840239774,1431678320,3824105627,4049631843
dimwishlist:item=2763843898&perks=1840239774,1431678320,3038247973,3891536761
dimwishlist:item=2763843898&perks=1840239774,1431678320,3038247973,4049631843
dimwishlist:item=2763843898&perks=1840239774,1431678320,3700496672,3891536761
dimwishlist:item=2763843898&perks=1840239774,1431678320,3700496672,4049631843
dimwishlist:item=2499720827&perks=1840239774,1431678320,3824105627,3891536761
dimwishlist:item=2499720827&perks=1840239774,1431678320,3824105627,4049631843
dimwishlist:item=2499720827&perks=1840239774,1431678320,3038247973,3891536761
dimwishlist:item=2499720827&perks=1840239774,1431678320,3038247973,4049631843
dimwishlist:item=2499720827&perks=1840239774,1431678320,3700496672,3891536761
dimwishlist:item=2499720827&perks=1840239774,1431678320,3700496672,4049631843
dimwishlist:item=2033531689&perks=1840239774,1431678320,3824105627,3891536761
dimwishlist:item=2033531689&perks=1840239774,1431678320,3824105627,1202584452
dimwishlist:item=2033531689&perks=1840239774,1431678320,3824105627,4049631843
dimwishlist:item=2033531689&perks=1840239774,1431678320,3038247973,3891536761
dimwishlist:item=2033531689&perks=1840239774,1431678320,3038247973,1202584452
dimwishlist:item=2033531689&perks=1840239774,1431678320,3038247973,4049631843
dimwishlist:item=2033531689&perks=1840239774,1431678320,3700496672,3891536761
dimwishlist:item=2033531689&perks=1840239774,1431678320,3700496672,1202584452
dimwishlist:item=2033531689&perks=1840239774,1431678320,3700496672,4049631843

// Triple Laureate
//notes:[Tier]: A / [Notes]: very solid for crystal-based builds, great frame and Hakke + Crystalline pairing | tags: aegis endgame pve
dimwishlist:item=1605599021&perks=1300023272,1431678320,2922950962,3640170453
dimwishlist:item=1605599021&perks=1300023272,1431678320,2922950962,2360754333
dimwishlist:item=2908653246&perks=1300023272,1431678320,2922950962,3640170453
dimwishlist:item=2908653246&perks=1300023272,1431678320,2922950962,2360754333

// Trust
//notes:[Tier]: A / [Notes]: double splash and a solid frame, just not a lot of perk diversity and a bad origin | tags: aegis endgame pve
dimwishlist:item=810474118&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=810474118&perks=1840239774,1431678320,3824105627,3038247973

// Posterity
//notes:[Tier]: A / [Notes]: probably best Voltshot hand cannon, still lower in lethality compared to other splash combos | tags: aegis endgame pve
dimwishlist:item=3281285075&perks=1840239774,1431678320,2173046394,3201496230
dimwishlist:item=3281285075&perks=1840239774,1431678320,2173046394,3038247973

// Aureus Neutralizer
//notes:[Tier]: B / [Notes]: pairs well with Lucky Pants when avoiding Out of Luck, honestly not much use otherwise | tags: aegis endgame pve
dimwishlist:item=3981920134&perks=1300023272,1431678320,1631667848,2360754333
dimwishlist:item=3981920134&perks=1300023272,1431678320,1631667848,3751912585
dimwishlist:item=3981920134&perks=1300023272,1431678320,1631667848,2109543898
dimwishlist:item=3981920134&perks=1300023272,1431678320,1546637391,2360754333
dimwishlist:item=3981920134&perks=1300023272,1431678320,1546637391,3751912585
dimwishlist:item=3981920134&perks=1300023272,1431678320,1546637391,2109543898

// Maahes HC4
//notes:[Tier]: B / [Notes]: decent frame, not the best QoL, classic void combo, bad origin | tags: aegis endgame pve
dimwishlist:item=1246793994&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=1246793994&perks=1840239774,1431678320,776531651,2610012052
dimwishlist:item=1246793994&perks=1840239774,1431678320,776531651,4104185692
dimwishlist:item=734476286&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=734476286&perks=1840239774,1431678320,776531651,2610012052
dimwishlist:item=734476286&perks=1840239774,1431678320,776531651,4104185692

// Seventh Seraph Officer Revolver
//notes:[Tier]: B / [Notes]: basically a worse Service Revolver for neutral, similar for StL + EP though | tags: aegis endgame pve
dimwishlist:item=3490736392&perks=1840239774,1140096971,2289534249,3038247973
dimwishlist:item=3490736392&perks=1840239774,1140096971,3700496672,3038247973

// Bold Endings
//notes:[Tier]: B / [Notes]: decent origin, fine archetype, crystal spam perk combo | tags: aegis endgame pve
dimwishlist:item=496728945&perks=1840239774,1431678320,124408337,2922950962
dimwishlist:item=496728945&perks=1840239774,1431678320,1955165503,2922950962

// Agape
//notes:[Tier]: B / [Notes]: decent archetype, not a great user of Heal Clip, splash options are decent | tags: aegis endgame pve
dimwishlist:item=4124362340&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=4124362340&perks=1840239774,1561002382,3017780555,3824105627
dimwishlist:item=4124362340&perks=1840239774,1561002382,3017780555,2890807135
dimwishlist:item=4124362340&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=4124362340&perks=1840239774,1431678320,3017780555,3824105627
dimwishlist:item=4124362340&perks=1840239774,1431678320,3017780555,2890807135

// Ancient Gospel
//notes:[Tier]: B / [Notes]: not bad besides lacking proper void combo, solid archetype and decent origin | tags: aegis endgame pve
dimwishlist:item=963574173&perks=1840239774,1431678320,2048641572,3038247973
dimwishlist:item=963574173&perks=1840239774,1431678320,2048641572,1464081238
dimwishlist:item=963574173&perks=1840239774,1431678320,776531651,3038247973
dimwishlist:item=963574173&perks=1840239774,1431678320,776531651,1464081238

// Sarpedon-D
//notes:[Tier]: B / [Notes]: not many appealing perks, frame is good but essentially just a single target hard hitter | tags: aegis endgame pve
dimwishlist:item=1242785638&perks=1300023272,1431678320,2360347339,2360754333
dimwishlist:item=1242785638&perks=1300023272,1431678320,2360347339,2679249093
dimwishlist:item=1242785638&perks=1300023272,1431678320,2360347339,2109543898
dimwishlist:item=1242785638&perks=1300023272,1431678320,1570399071,2360754333
dimwishlist:item=1242785638&perks=1300023272,1431678320,1570399071,2679249093
dimwishlist:item=1242785638&perks=1300023272,1431678320,1570399071,2109543898
dimwishlist:item=3318545829&perks=1300023272,1431678320,2360347339,2360754333
dimwishlist:item=3318545829&perks=1300023272,1431678320,2360347339,2679249093
dimwishlist:item=3318545829&perks=1300023272,1431678320,2360347339,2109543898
dimwishlist:item=3318545829&perks=1300023272,1431678320,1570399071,2360754333
dimwishlist:item=3318545829&perks=1300023272,1431678320,1570399071,2679249093
dimwishlist:item=3318545829&perks=1300023272,1431678320,1570399071,2109543898

// Phoneutria Fera
//notes:[Tier]: B / [Notes]: similar situation to Sarpedon-D with a worse 1st column | tags: aegis endgame pve
dimwishlist:item=3496887154&perks=1840239774,1431678320,3161816588,4293542123
dimwishlist:item=3496887154&perks=1840239774,1431678320,3161816588,3708227201
dimwishlist:item=3496887154&perks=1840239774,1431678320,3161816588,2679249093
dimwishlist:item=3496887154&perks=1840239774,1431678320,1126264488,4293542123
dimwishlist:item=3496887154&perks=1840239774,1431678320,1126264488,3708227201
dimwishlist:item=3496887154&perks=1840239774,1431678320,1126264488,2679249093
dimwishlist:item=3804242793&perks=1840239774,1431678320,3161816588,4293542123
dimwishlist:item=3804242793&perks=1840239774,1431678320,3161816588,3708227201
dimwishlist:item=3804242793&perks=1840239774,1431678320,3161816588,2679249093
dimwishlist:item=3804242793&perks=1840239774,1431678320,1126264488,4293542123
dimwishlist:item=3804242793&perks=1840239774,1431678320,1126264488,3708227201
dimwishlist:item=3804242793&perks=1840239774,1431678320,1126264488,2679249093
dimwishlist:item=3804242792&perks=1840239774,1431678320,3161816588,4293542123
dimwishlist:item=3804242792&perks=1840239774,1431678320,3161816588,3708227201
dimwishlist:item=3804242792&perks=1840239774,1431678320,3161816588,2679249093
dimwishlist:item=3804242792&perks=1840239774,1431678320,1126264488,4293542123
dimwishlist:item=3804242792&perks=1840239774,1431678320,1126264488,3708227201
dimwishlist:item=3804242792&perks=1840239774,1431678320,1126264488,2679249093
dimwishlist:item=3804242795&perks=1840239774,1431678320,3161816588,4293542123
dimwishlist:item=3804242795&perks=1840239774,1431678320,3161816588,3708227201
dimwishlist:item=3804242795&perks=1840239774,1431678320,3161816588,2679249093
dimwishlist:item=3804242795&perks=1840239774,1431678320,1126264488,4293542123
dimwishlist:item=3804242795&perks=1840239774,1431678320,1126264488,3708227201
dimwishlist:item=3804242795&perks=1840239774,1431678320,1126264488,2679249093
dimwishlist:item=3804242794&perks=1840239774,1431678320,3161816588,4293542123
dimwishlist:item=3804242794&perks=1840239774,1431678320,3161816588,3708227201
dimwishlist:item=3804242794&perks=1840239774,1431678320,3161816588,2679249093
dimwishlist:item=3804242794&perks=1840239774,1431678320,1126264488,4293542123
dimwishlist:item=3804242794&perks=1840239774,1431678320,1126264488,3708227201
dimwishlist:item=3804242794&perks=1840239774,1431678320,1126264488,2679249093

// Sightline Survey
//notes:[Tier]: B / [Notes]: solid archetype + origin, but disappointing first column and Voltshot isn't great on HCs | tags: aegis endgame pve
dimwishlist:item=2350330520&perks=1840239774,1431678320,3828510309,2173046394
dimwishlist:item=2350330520&perks=1840239774,1431678320,1421772400,2173046394

// Spare Rations
//notes:[Tier]: B / [Notes]: second column not the greatest, lacks barrier intrinsic despite 140 RPM, origin not great | tags: aegis endgame pve
dimwishlist:item=810474119&perks=1840239774,1431678320,3824105627,3038247973
dimwishlist:item=810474119&perks=1840239774,1431678320,2922950962,3038247973

// D.F.A.
//notes:[Tier]: B / [Notes]: niche orb generation option (faster than Multimach, 4 shots), not good for much else | tags: aegis endgame pve
dimwishlist:item=739029153&perks=1840239774,1431678320,3038247973,243981275
dimwishlist:item=2920548486&perks=1840239774,1431678320,3038247973,243981275

// Loud Lullaby
//notes:[Tier]: B / [Notes]: stasis crystal double splash but aggressive frame + awful origin | tags: aegis endgame pve
dimwishlist:item=868076517&perks=1840239774,1431678320,124408337,2922950962
dimwishlist:item=868076517&perks=1840239774,1431678320,124408337,3038247973
dimwishlist:item=868076517&perks=1840239774,1431678320,1955165503,2922950962
dimwishlist:item=868076517&perks=1840239774,1431678320,1955165503,3038247973
dimwishlist:item=868076517&perks=1840239774,1431678320,3700496672,2922950962
dimwishlist:item=868076517&perks=1840239774,1431678320,3700496672,3038247973

// Rose
//notes:[Tier]: B / [Notes]: slightly outdated kinetic splash combo, no origin, decent frame | tags: aegis endgame pve
dimwishlist:item=1041028434&perks=1840239774,1431678320,3824105627,3038247973

// Igneous Hammer
//notes:[Tier]: B / [Notes]: worst frame and awful origins, just has standard solar double splash | tags: aegis endgame pve
dimwishlist:item=1973107014&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=1973107014&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=2776092652&perks=1840239774,1561002382,3824105627,4293542123
dimwishlist:item=2776092652&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=2776092652&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=2776092652&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=2314610827&perks=1840239774,1561002382,3017780555,4293542123
dimwishlist:item=2314610827&perks=1840239774,1431678320,3017780555,4293542123

// Mos Athanor IV
//notes:[Tier]: B / [Notes]: no Repulsor double void splash on the worst frame, decent origins | tags: aegis endgame pve
dimwishlist:item=4118334987&perks=1840239774,1561002382,2048641572,1464081238
dimwishlist:item=4118334987&perks=1840239774,1431678320,2048641572,1464081238
dimwishlist:item=1288422452&perks=1840239774,1561002382,2048641572,1464081238
dimwishlist:item=1288422452&perks=1840239774,1431678320,2048641572,1464081238

// Joxer's Longsword
//notes:[Tier]: S / [Notes]: solid origin, great frame, good perk diversity, has double stagger access too | tags: aegis endgame pve
dimwishlist:item=157601190&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=157601190&perks=1840239774,1561002382,776531651,1134488199
dimwishlist:item=157601190&perks=1840239774,1561002382,2848615171,2048641572
dimwishlist:item=157601190&perks=1840239774,1561002382,2848615171,1134488199
dimwishlist:item=157601190&perks=1840239774,1561002382,3700496672,2048641572
dimwishlist:item=157601190&perks=1840239774,1561002382,3700496672,1134488199
dimwishlist:item=157601190&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=157601190&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=157601190&perks=1840239774,1431678320,2848615171,2048641572
dimwishlist:item=157601190&perks=1840239774,1431678320,2848615171,1134488199
dimwishlist:item=157601190&perks=1840239774,1431678320,3700496672,2048641572
dimwishlist:item=157601190&perks=1840239774,1431678320,3700496672,1134488199
dimwishlist:item=2150012406&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=2150012406&perks=1840239774,1561002382,776531651,1134488199
dimwishlist:item=2150012406&perks=1840239774,1561002382,776531651,1015611457
dimwishlist:item=2150012406&perks=1840239774,1561002382,2848615171,2048641572
dimwishlist:item=2150012406&perks=1840239774,1561002382,2848615171,1134488199
dimwishlist:item=2150012406&perks=1840239774,1561002382,2848615171,1015611457
dimwishlist:item=2150012406&perks=1840239774,1561002382,3700496672,2048641572
dimwishlist:item=2150012406&perks=1840239774,1561002382,3700496672,1134488199
dimwishlist:item=2150012406&perks=1840239774,1561002382,3700496672,1015611457
dimwishlist:item=2150012406&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=2150012406&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=2150012406&perks=1840239774,1431678320,776531651,1015611457
dimwishlist:item=2150012406&perks=1840239774,1431678320,2848615171,2048641572
dimwishlist:item=2150012406&perks=1840239774,1431678320,2848615171,1134488199
dimwishlist:item=2150012406&perks=1840239774,1431678320,2848615171,1015611457
dimwishlist:item=2150012406&perks=1840239774,1431678320,3700496672,2048641572
dimwishlist:item=2150012406&perks=1840239774,1431678320,3700496672,1134488199
dimwishlist:item=2150012406&perks=1840239774,1431678320,3700496672,1015611457
dimwishlist:item=3538003989&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3538003989&perks=1840239774,1561002382,776531651,1134488199
dimwishlist:item=3538003989&perks=1840239774,1561002382,776531651,1015611457
dimwishlist:item=3538003989&perks=1840239774,1561002382,2848615171,2048641572
dimwishlist:item=3538003989&perks=1840239774,1561002382,2848615171,1134488199
dimwishlist:item=3538003989&perks=1840239774,1561002382,2848615171,1015611457
dimwishlist:item=3538003989&perks=1840239774,1561002382,3700496672,2048641572
dimwishlist:item=3538003989&perks=1840239774,1561002382,3700496672,1134488199
dimwishlist:item=3538003989&perks=1840239774,1561002382,3700496672,1015611457
dimwishlist:item=3538003989&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3538003989&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=3538003989&perks=1840239774,1431678320,776531651,1015611457
